,File_Name,Bbox,Height,Width,Disease_Name
2140,train_442.png,"[1811.0, 426.0, 136.0, 288.0]",1316,2983,caries
1299,train_343.png,"[677.7777777777777, 751.8518518518518, 252.46913580246917, 296.9135802469135]",1316,2772,caries
2286,train_406.png,"[2029.0, 637.0, 205.0, 221.0]",1316,2856,impacted
1657,train_265.png,"[827.0, 544.0, 147.0, 296.0]",1504,2872,deep_caries
1863,train_374.png,"[2185.0, 812.0, 197.0, 255.0]",1504,2868,caries
2659,train_198.png,"[705.0, 794.0, 197.0, 187.0]",1316,2969,impacted
2229,train_320.png,"[1795.272727272727, 350.81818181818176, 140.0, 309.0909090909091]",1316,2885,caries
2547,train_282.png,"[797.0, 461.0, 193.0, 246.0]",1316,2796,caries
642,train_452.png,"[1872.0, 405.0, 167.0, 340.0]",1504,2872,deep_caries
3371,train_429.png,"[2035.5670103092784, 619.0721649484536, 169.58762886597924, 295.8762886597938]",1316,2854,impacted
2914,train_426.png,"[1168.0, 454.0, 141.0, 362.0]",1504,2872,caries
3134,train_399.png,"[2252.0, 855.0, 175.0, 168.0]",1504,2868,impacted
2903,train_302.png,"[1247.0, 292.0, 100.0, 276.0]",1316,2828,deep_caries
2473,train_190.png,"[1736.0, 394.0, 118.0, 302.0]",1316,2863,deep_caries
633,train_385.png,"[922.0, 649.3636363636363, 208.18181818181802, 308.63636363636374]",1316,2888,deep_caries
3096,train_140.png,"[1930.0, 605.0, 158.0, 297.0]",1504,2872,caries
768,train_704.png,"[1186.1702127659573, 875.531914893617, 107.44680851063845, 321.2765957446808]",1504,2880,caries
103,train_12.png,"[2092.0, 506.0, 149.0, 306.0]",1504,2872,caries
801,train_273.png,"[2085.0, 564.0, 167.0, 302.0]",1504,2868,caries
2996,train_550.png,"[1888.0, 812.0, 287.0, 363.0]",1504,2872,caries
1337,train_460.png,"[987.0, 571.0, 143.0, 306.0]",1504,2872,caries
1504,train_171.png,"[1727.1844660194174, 764.0776699029126, 125.24271844660188, 308.9223300970874]",1316,2882,caries
2683,train_420.png,"[1105.0, 853.0, 164.0, 306.0]",1504,2884,deep_caries
378,train_592.png,"[1881.0, 557.0, 126.0, 319.0]",1504,2884,caries
1651,train_265.png,"[1790.0, 815.0, 226.0, 293.0]",1504,2872,caries
2875,train_359.png,"[1739.5348837209303, 697.6744186046511, 110.46511627906966, 319.76744186046517]",1316,2986,caries
2044,train_507.png,"[1276.0, 400.0, 109.0, 336.0]",1316,2926,caries
1404,train_322.png,"[955.0561797752808, 334.8314606741573, 125.84269662921349, 301.12359550561797]",1316,2848,caries
2715,train_628.png,"[844.3333333333334, 672.0, 261.1111111111112, 330.55555555555566]",1316,2845,caries
2484,train_77.png,"[1882.0, 509.0, 206.0, 295.0]",1504,2872,caries
3243,train_258.png,"[1769.0, 470.0, 200.0, 349.0]",1504,2872,caries
2127,train_582.png,"[2136.0, 633.0, 174.0, 231.0]",1316,2977,caries
2376,train_652.png,"[1182.0, 561.0, 104.0, 279.0]",1504,2872,caries
678,train_456.png,"[771.2962962962962, 488.88888888888886, 153.7037037037037, 244.4444444444444]",1316,2799,caries
2822,train_39.png,"[374.23809523809524, 815.3333333333334, 204.76190476190476, 279.66666666666663]",1504,2612,periapical
1633,train_280.png,"[1022.0, 368.0, 159.0, 306.0]",1316,2844,periapical
2743,train_494.png,"[1170.0, 803.0, 150.0, 285.0]",1504,2612,caries
427,train_630.png,"[781.0, 608.0, 239.28571428571422, 230.0]",1316,2899,caries
3198,train_42.png,"[871.0, 457.0, 174.0, 295.0]",1316,2828,caries
3505,train_338.png,"[1084.0, 781.0, 153.0, 268.0]",1316,2910,caries
2785,train_432.png,"[2009.0, 876.0, 221.0, 242.0]",1504,2868,caries
1081,train_177.png,"[928.0898876404494, 397.75280898876406, 177.52808988764036, 291.0112359550561]",1316,2814,caries
3522,train_370.png,"[893.1428571428571, 404.8571428571428, 194.8571428571429, 294.1428571428572]",1316,2948,caries
656,train_531.png,"[806.0, 492.0, 138.0, 260.0]",1504,2872,caries
155,train_251.png,"[1120.923076923077, 458.0, 208.0769230769231, 215.0]",976,1976,caries
1846,train_670.png,"[1742.6666666666667, 713.3333333333334, 150.0, 176.0]",1316,2771,deep_caries
966,train_664.png,"[695.2380952380952, 207.61904761904762, 168.57142857142856, 309.5238095238095]",1316,2759,caries
1652,train_265.png,"[1938.0, 795.0, 210.0, 308.0]",1504,2872,caries
1796,train_219.png,"[928.0, 865.0, 103.0, 307.0]",1504,2688,caries
2048,train_507.png,"[975.3424657534247, 714.5753424657535, 231.5068493150684, 317.80821917808225]",1316,2926,caries
3369,train_429.png,"[1668.032786885246, 665.5737704918033, 121.31147540983602, 334.4262295081967]",1316,2854,caries
2682,train_420.png,"[1633.0, 854.0, 156.0, 367.0]",1504,2884,periapical
1732,train_281.png,"[739.6428571428571, 750.7857142857142, 224.9999999999999, 326.7857142857142]",1316,2836,caries
292,train_655.png,"[1059.0, 867.0, 130.0, 287.0]",1316,2786,caries
2375,train_652.png,"[988.0, 581.0, 152.0, 275.0]",1504,2872,deep_caries
2368,train_237.png,"[1937.0, 853.0, 302.0, 316.0]",1504,2884,caries
1327,train_365.png,"[1855.0, 881.0, 237.0, 289.0]",1504,2872,caries
2256,train_535.png,"[944.0, 368.0, 169.0, 289.0]",1316,2954,caries
1231,train_261.png,"[685.0, 615.0, 172.0, 260.0]",1316,2923,caries
148,train_348.png,"[1782.0, 998.0, 134.0, 318.0]",1504,2872,caries
1025,train_103.png,"[2012.0, 709.0, 239.0, 185.0]",1316,2952,impacted
1209,train_9.png,"[713.0, 789.0, 181.0, 152.0]",1504,2872,deep_caries
2608,train_517.png,"[628.0, 846.0, 216.0, 359.0]",1504,2872,deep_caries
2255,train_535.png,"[1482.0, 439.0, 99.0, 339.0]",1316,2954,caries
2613,train_517.png,"[1884.4444444444443, 881.1111111111111, 196.66666666666652, 323.33333333333326]",1504,2872,caries
412,train_495.png,"[901.0, 894.0, 234.0, 240.0]",1504,2872,caries
137,train_136.png,"[1792.0, 763.0, 176.0, 280.0]",1316,2852,caries
3386,train_444.png,"[1690.0, 455.0, 101.0, 296.0]",1316,2750,caries
48,train_187.png,"[2022.0, 726.0, 181.0, 183.0]",1316,2815,impacted
2179,train_566.png,"[2049.0, 793.0, 139.0, 173.0]",1316,2856,impacted
1145,train_80.png,"[866.0, 479.0, 188.0, 289.2972972972973]",1316,2728,caries
3112,train_284.png,"[1779.0, 622.0, 126.0, 260.0]",1504,2872,caries
382,train_541.png,"[1937.1176470588232, 498.0, 157.00000000000023, 225.0]",1316,2729,impacted
1653,train_265.png,"[2094.0, 794.0, 235.0, 251.0]",1504,2872,impacted
1867,train_301.png,"[323.0, 487.0, 195.0, 342.0]",1504,2512,caries
2208,train_67.png,"[1245.0, 840.0, 129.0, 315.0]",1504,2872,caries
1716,train_241.png,"[1746.0, 607.0, 107.0, 275.0]",1504,2872,caries
1815,train_260.png,"[521.0, 268.75, 121.5, 202.5]",976,1976,caries
507,train_137.png,"[1711.0, 872.0, 139.0, 320.0]",1504,2884,caries
2250,train_535.png,"[1122.0, 751.0, 162.0, 246.0]",1316,2954,caries
421,train_447.png,"[1906.0, 712.0, 215.62162162162167, 294.1351351351352]",1316,2795,deep_caries
2878,train_539.png,"[1972.0, 352.0, 187.0, 223.0]",1316,2768,impacted
2521,train_8.png,"[2213.0, 426.0, 171.0, 250.0]",1504,2872,impacted
17,train_95.png,"[843.0, 838.0, 190.0, 325.0]",1504,2872,caries
2056,train_689.png,"[1816.2790697674418, 754.2635658914728, 206.97674418604652, 319.37984496124045]",1316,2751,periapical
3170,train_641.png,"[975.0, 418.0, 198.0, 172.0]",1316,2989,impacted
457,train_441.png,"[513.0, 814.0, 321.0, 268.0]",1504,2884,deep_caries
2013,train_530.png,"[647.4444444444445, 579.5555555555555, 189.55555555555554, 226.44444444444446]",1316,2828,impacted
256,train_7.png,"[1785.0, 835.0, 209.0, 303.0]",1316,2920,deep_caries
1600,train_124.png,"[714.0, 358.0, 218.0, 281.0]",1316,2882,caries
1674,train_423.png,"[853.0, 762.0, 244.0, 300.0]",1316,2796,caries
410,train_495.png,"[1863.0, 915.0, 227.0, 280.0]",1504,2872,deep_caries
2974,train_75.png,"[985.0, 663.0, 190.0, 300.0]",1504,2872,caries
1857,train_27.png,"[1914.6666666666667, 636.6666666666666, 213.33333333333326, 298.66666666666674]",1316,2822,periapical
3241,train_258.png,"[1930.0, 493.0, 145.0, 338.0]",1504,2872,caries
2122,train_582.png,"[729.0, 295.0, 193.0, 217.0]",1316,2977,impacted
1695,train_214.png,"[858.0882352941176, 308.8235294117647, 50.0, 215.44117647058823]",976,1976,caries
1991,train_151.png,"[734.0, 620.0, 248.0, 256.0]",1316,2984,impacted
2507,train_267.png,"[820.0, 276.0, 200.0, 199.0]",1316,2858,impacted
3439,train_179.png,"[1736.111111111111, 725.3333333333334, 254.8888888888889, 294.66666666666663]",1316,2838,caries
64,train_31.png,"[2018.0, 800.0, 291.0, 269.0]",1504,2872,caries
1904,train_293.png,"[929.0, 613.0, 210.0, 323.0]",1316,2856,caries
2137,train_259.png,"[780.2469135802469, 661.7283950617284, 270.37037037037044, 237.03703703703695]",1316,2816,caries
1518,train_37.png,"[1094.0, 977.0, 104.0, 170.0]",1504,2872,deep_caries
2231,train_320.png,"[1987.9999999999998, 302.9090909090909, 134.54545454545473, 296.3636363636364]",1316,2885,caries
344,train_663.png,"[1108.5889570552147, 545.6257668711656, 99.38650306748468, 233.1288343558282]",976,1976,caries
851,train_438.png,"[1818.0, 305.0, 185.0, 189.0]",1316,2689,impacted
2466,train_190.png,"[1964.0, 667.0, 205.0, 264.0]",1316,2863,caries
1308,train_159.png,"[1699.4999999999998, 253.57142857142856, 112.5, 317.8571428571428]",1316,2820,caries
2635,train_272.png,"[1841.0, 728.0, 335.0, 321.0]",1504,2868,deep_caries
3395,train_185.png,"[1737.0, 428.0, 104.0, 278.0]",1316,2894,deep_caries
1804,train_685.png,"[711.0, 862.0, 187.0, 305.0]",1504,2872,deep_caries
2274,train_403.png,"[761.0, 838.0, 127.0, 358.0]",1504,2512,caries
501,train_137.png,"[1075.0, 860.0, 137.0, 277.0]",1504,2884,caries
2615,train_310.png,"[1573.0, 605.0, 68.0, 306.0]",1504,2872,caries
2152,train_59.png,"[888.1188118811881, 671.2871287128713, 204.95049504950498, 284.1584158415841]",1316,2862,caries
2338,train_164.png,"[679.5714285714286, 249.99999999999994, 207.1428571428571, 171.4285714285714]",1316,2798,impacted
1626,train_280.png,"[1641.0, 652.0, 94.0, 307.0]",1316,2844,caries
2550,train_282.png,"[1952.0, 725.0, 169.0, 191.0]",1316,2796,impacted
2667,train_212.png,"[741.0, 377.0, 156.0, 194.0]",1316,2882,impacted
3084,train_569.png,"[521.0, 879.0, 250.0, 215.0]",1504,2868,impacted
18,train_95.png,"[1006.0, 826.0, 177.0, 345.0]",1504,2872,periapical
2738,train_494.png,"[384.0, 694.0, 189.0, 257.0]",1504,2612,impacted
3195,train_42.png,"[1013.0, 758.0, 132.0, 319.0]",1316,2828,caries
2025,train_409.png,"[753.0, 452.0, 169.0, 316.0]",1504,2868,caries
3425,train_556.png,"[1723.8275862068967, 531.0, 144.8275862068965, 278.75862068965523]",1316,2727,caries
1378,train_583.png,"[1981.0, 634.0, 163.0, 145.0]",1316,2839,deep_caries
1392,train_195.png,"[853.0, 597.0, 160.0, 164.0]",1504,2872,impacted
3434,train_179.png,"[747.4444444444445, 454.55555555555554, 172.55555555555554, 255.55555555555566]",1316,2838,caries
497,train_153.png,"[1977.0, 359.0, 148.0, 290.0]",1316,2882,caries
1245,train_548.png,"[976.0, 542.0, 124.0, 288.0]",1504,2884,caries
2293,train_552.png,"[715.0858895705521, 312.7239263803681, 72.91411042944787, 190.18404907975457]",976,1976,caries
887,train_510.png,"[1235.6164383561645, 258.4109589041096, 97.26027397260259, 383.5616438356165]",1316,2896,periapical
1834,train_670.png,"[1216.1904761904761, 439.04761904761904, 85.71428571428578, 301.9047619047619]",1316,2771,caries
3372,train_429.png,"[665.1315789473684, 602.6315789473684, 154.60526315789468, 283.5526315789473]",1316,2854,impacted
1776,train_104.png,"[715.8620689655173, 799.2068965517242, 227.58620689655174, 305.1724137931035]",1316,2712,caries
1877,train_476.png,"[1123.7191011235955, 537.8202247191011, 124.71910112359546, 204.49438202247188]",976,1976,caries
3126,train_114.png,"[1755.0, 546.0, 256.0, 280.0]",1316,2870,caries
932,train_551.png,"[665.5976676384839, 539.3586005830904, 138.77551020408168, 212.82798833819243]",976,1976,caries
511,train_687.png,"[695.6521739130435, 644.0, 314.13043478260863, 237.52173913043475]",1316,2883,caries
1012,train_497.png,"[951.0, 924.0, 201.0, 306.0]",1504,2872,caries
2295,train_552.png,"[1297.3166023166025, 454.984555984556, 177.60617760617743, 186.48648648648657]",976,1976,caries
3040,train_418.png,"[1055.3398058252426, 690.2912621359224, 121.35922330097105, 376.69902912621365]",1316,2840,caries
244,train_700.png,"[1392.0, 772.0, 95.0, 321.0]",1536,3076,caries
2195,train_590.png,"[1245.698113207547, 334.0188679245283, 105.66037735849068, 356.9811320754717]",1316,2954,deep_caries
1070,train_391.png,"[1930.0, 448.0, 164.0, 318.0]",1504,2884,caries
3235,train_258.png,"[1133.0, 424.0, 173.0, 320.0]",1504,2872,periapical
2908,train_302.png,"[1795.0, 261.0, 163.0, 333.0]",1316,2828,caries
42,train_637.png,"[1682.0, 853.0, 127.0, 310.0]",1536,3076,caries
1779,train_51.png,"[1058.75, 422.5, 143.75, 308.75]",1316,2951,caries
365,train_19.png,"[759.0, 307.81818181818176, 124.45454545454538, 223.63636363636363]",1316,2881,deep_caries
2605,train_364.png,"[1835.1063829787233, 531.9148936170212, 120.21276595744666, 348.936170212766]",1536,3076,caries
216,train_41.png,"[664.0, 293.0, 92.0, 209.30769230769226]",976,1976,deep_caries
3429,train_556.png,"[1864.3793103448277, 777.0, 227.58620689655186, 309.62068965517255]",1316,2727,caries
1898,train_248.png,"[1763.0, 617.0, 125.0, 170.0]",1316,2872,deep_caries
2303,train_387.png,"[1963.1379310344828, 746.0689655172414, 187.9310344827586, 220.68965517241384]",1316,2731,impacted
2049,train_507.png,"[979.4520547945206, 431.013698630137, 141.09589041095887, 260.2739726027397]",1316,2926,caries
2807,train_371.png,"[1979.0, 476.0, 159.0, 250.0]",1316,2886,deep_caries
2861,train_207.png,"[1750.0, 235.22727272727272, 145.4545454545455, 369.31818181818176]",1316,2796,caries
466,train_694.png,"[907.0, 894.0, 205.0, 316.0]",1504,2872,deep_caries
874,train_505.png,"[1557.0, 744.0, 91.0, 268.0]",1316,2930,caries
1680,train_56.png,"[2089.189189189189, 900.0, 124.32432432432415, 135.13513513513522]",1504,2872,deep_caries
1554,train_252.png,"[1867.0, 806.0, 230.0, 291.0]",1316,2875,caries
3258,train_647.png,"[1760.5185185185185, 692.0, 94.44444444444434, 350.0740740740739]",1316,2935,caries
2798,train_433.png,"[2025.0, 585.0303030303032, 204.0, 263.0]",1316,2842,caries
522,train_545.png,"[1032.0, 663.0, 144.0, 287.0]",1504,2872,caries
2734,train_625.png,"[1713.0, 893.0, 190.0, 247.0]",1316,2756,periapical
3216,train_197.png,"[929.0, 810.0, 174.0, 329.0]",1504,2872,caries
62,train_509.png,"[1075.5555555555554, 829.4444444444445, 102.2222222222224, 311.111111111111]",1316,2928,caries
1259,train_455.png,"[1730.0, 736.0, 172.0, 340.0]",1504,2872,periapical
2316,train_100.png,"[1050.0, 499.0, 165.0, 335.0]",1504,2872,caries
2424,train_236.png,"[1709.0, 410.9661016949153, 142.93220338983065, 280.0338983050847]",1316,2698,caries
134,train_136.png,"[1720.0, 748.0, 103.0, 314.0]",1316,2852,deep_caries
2841,train_644.png,"[1247.0, 680.0, 122.0, 347.0]",1316,2899,caries
1156,train_618.png,"[716.0, 374.0, 226.0, 191.0]",1316,2814,impacted
3215,train_197.png,"[788.0, 858.0, 155.0, 317.0]",1504,2872,periapical
2750,train_523.png,"[2109.0, 468.0, 261.0, 283.0]",1316,2942,caries
2621,train_147.png,"[2104.272727272727, 750.8787878787878, 239.0, 253.0]",1504,2868,caries
1047,train_362.png,"[2218.0, 884.0, 159.0, 158.0]",1504,2872,impacted
1435,train_191.png,"[677.0, 446.0, 276.0, 207.0]",1504,2880,impacted
1839,train_670.png,"[1696.1904761904761, 429.5238095238095, 83.80952380952385, 265.71428571428567]",1316,2771,deep_caries
131,train_136.png,"[782.0, 715.0, 232.0, 289.0]",1316,2852,deep_caries
2958,train_43.png,"[1932.0, 854.0, 271.0, 288.0]",1504,2868,caries
2209,train_67.png,"[1683.0, 832.0, 208.0, 287.0]",1504,2872,caries
2016,train_632.png,"[1723.5555555555557, 481.2222222222223, 104.44444444444434, 272.2222222222222]",1316,2822,caries
3059,train_242.png,"[1741.3076923076922, 541.0, 122.69230769230785, 256.7692307692307]",1316,2844,caries
3488,train_224.png,"[618.0, 603.0, 261.0, 204.0]",1316,2978,impacted
590,train_534.png,"[1026.0, 696.0, 126.0, 285.0]",1504,2884,caries
572,train_125.png,"[948.0, 859.0, 163.0, 287.0]",1504,2872,caries
1319,train_25.png,"[1946.0, 859.0, 208.0, 219.0]",1316,2822,impacted
169,train_621.png,"[1394.0, 763.0, 83.0, 254.0]",1316,3004,caries
3528,train_370.png,"[652.0, 595.7142857142857, 268.2857142857142, 243.28571428571433]",1316,2948,caries
1814,train_260.png,"[608.75, 273.75, 98.75, 205.0]",976,1976,caries
230,train_383.png,"[2033.0, 588.0, 174.0, 315.0]",1504,2872,caries
1955,train_624.png,"[519.0, 239.62264150943395, 114.01886792452831, 160.37735849056605]",976,1976,impacted
1562,train_93.png,"[739.0, 768.0, 170.0, 196.0]",1316,2953,impacted
509,train_326.png,"[956.0, 680.0, 180.0, 308.0]",1316,2933,caries
3206,train_97.png,"[2051.0, 388.0, 154.0, 301.0]",1504,2892,caries
2053,train_196.png,"[1777.0, 518.0, 119.0, 291.0]",1536,3076,caries
1698,train_214.png,"[767.4486803519061, 551.9061583577712, 75.95307917888567, 192.9618768328446]",976,1976,caries
984,train_79.png,"[578.75, 531.25, 161.25, 210.0]",976,1976,caries
575,train_125.png,"[1026.9662921348315, 548.314606741573, 115.7303370786517, 295.5056179775281]",1504,2872,caries
518,train_545.png,"[1767.0, 943.0, 244.0, 288.0]",1504,2872,caries
2651,train_341.png,"[702.0833333333334, 667.7083333333334, 264.58333333333337, 283.33333333333337]",1316,2842,caries
3245,train_258.png,"[1038.0, 468.0, 186.0, 332.0]",1504,2872,caries
515,train_545.png,"[2059.0, 914.0, 256.0, 251.0]",1504,2872,impacted
332,train_3.png,"[844.0, 728.2105263157895, 201.0, 210.52631578947364]",1316,2682,deep_caries
1859,train_65.png,"[1883.0, 393.0, 122.0, 279.0]",1316,2800,caries
190,train_499.png,"[1803.3333333333333, 303.3333333333333, 164.44444444444457, 340.00000000000006]",1316,2940,caries
467,train_694.png,"[2207.0, 884.0, 162.0, 188.0]",1504,2872,impacted
1574,train_585.png,"[711.0, 555.0, 139.0, 292.0]",1504,2872,caries
2758,train_640.png,"[830.0, 710.0, 300.0, 293.0]",1316,2920,periapical
2261,train_148.png,"[588.0, 868.0, 257.0, 201.0]",1504,2872,impacted
1681,train_158.png,"[851.0, 742.0, 263.0, 322.0]",1504,2872,caries
958,train_467.png,"[700.0, 842.0, 136.0, 357.0]",1504,2540,caries
373,train_617.png,"[796.0, 478.0, 174.0, 300.0]",1316,2882,caries
2411,train_351.png,"[1832.0, 601.0, 176.0, 297.0]",1504,2872,caries
904,train_372.png,"[803.7037037037037, 798.7654320987654, 281.4814814814815, 313.58024691358014]",1316,2802,caries
2050,train_196.png,"[1443.0, 513.0, 111.0, 318.0]",1536,3076,caries
2970,train_75.png,"[2128.0, 952.0, 181.0, 214.0]",1504,2872,impacted
1086,train_30.png,"[882.0, 206.0, 185.0, 171.0]",1316,2815,impacted
1998,train_692.png,"[838.4, 330.4, 144.0, 267.20000000000005]",1316,2806,deep_caries
102,train_12.png,"[1867.0, 811.0, 220.0, 298.0]",1504,2872,deep_caries
2771,train_481.png,"[1420.0, 748.0, 173.0, 313.0]",1504,2480,deep_caries
1595,train_124.png,"[1994.0, 277.1428571428571, 200.0, 181.8571428571429]",1316,2882,impacted
2372,train_237.png,"[606.0, 811.0, 294.0, 305.0]",1504,2884,caries
1938,train_562.png,"[1913.0, 775.0, 287.0, 346.0]",1504,2868,caries
2043,train_507.png,"[798.0, 193.0, 174.0, 225.0]",1316,2926,impacted
2182,train_566.png,"[1897.0, 791.0, 176.0, 261.0]",1316,2856,caries
86,train_581.png,"[653.0, 545.0, 321.2432432432432, 278.0]",1316,2788,caries
2317,train_100.png,"[1805.0, 512.0, 168.0, 313.0]",1504,2872,caries
2336,train_377.png,"[1282.0, 774.0, 112.0, 292.0]",1316,2973,caries
21,train_95.png,"[1649.0, 791.0, 104.0, 329.0]",1504,2872,caries
2000,train_692.png,"[1626.0, 637.0, 167.0, 314.0]",1316,2806,caries
317,train_3.png,"[847.9473684210526, 478.57894736842104, 131.0526315789474, 257.42105263157896]",1316,2682,deep_caries
785,train_273.png,"[729.0, 860.0, 208.0, 299.0]",1504,2868,deep_caries
2330,train_459.png,"[1680.0, 322.0, 149.0, 299.0]",1316,2872,caries
1927,train_612.png,"[616.0, 272.8947368421052, 145.0, 311.1052631578948]",1316,2769,deep_caries
1591,train_172.png,"[676.9230769230769, 665.3846153846154, 292.30769230769226, 278.2051282051282]",1316,2885,caries
849,train_438.png,"[688.0, 303.0, 194.0, 191.0]",1316,2689,impacted
499,train_153.png,"[981.132075471698, 352.8301886792453, 134.90566037735857, 307.54716981132077]",1316,2882,caries
264,train_654.png,"[2222.0, 511.0, 123.0, 280.0]",1504,2868,caries
323,train_3.png,"[1629.0, 486.1052631578947, 144.0, 244.73684210526324]",1316,2682,deep_caries
1194,train_658.png,"[1972.3333333333335, 660.0, 180.0, 246.0]",1316,2656,caries
1492,train_555.png,"[787.1794871794872, 659.3846153846154, 246.15384615384608, 294.8717948717948]",1316,2828,caries
3161,train_53.png,"[793.0, 486.0, 165.0, 308.0]",1504,2884,caries
307,train_487.png,"[1820.2033898305085, 434.5254237288136, 184.74576271186447, 166.10169491525426]",1316,2677,impacted
2189,train_526.png,"[1022.3300970873786, 417.4757281553398, 108.73786407766988, 339.8058252427184]",1316,2902,caries
162,train_176.png,"[1802.1735537190084, 433.3223140495868, 155.3719008264461, 302.47933884297527]",1504,2868,caries
3460,train_607.png,"[1736.0, 640.0, 231.0, 273.0]",1316,2870,caries
3401,train_185.png,"[2061.0, 476.0, 143.0, 286.0]",1316,2894,deep_caries
2782,train_126.png,"[912.7906976744187, 428.0, 167.44186046511618, 348.7441860465117]",1316,2858,caries
2392,train_361.png,"[768.0, 490.0, 140.0, 261.0]",1316,2799,caries
2052,train_196.png,"[1662.0, 474.0, 107.0, 354.0]",1536,3076,caries
555,train_141.png,"[2170.0, 826.0, 274.0, 212.0]",1504,2872,impacted
1096,train_524.png,"[979.7297297297298, 540.5405405405405, 122.97297297297291, 293.2432432432432]",1504,2872,deep_caries
3323,train_589.png,"[2014.0, 627.0, 235.0, 182.0]",1316,2954,impacted
25,train_95.png,"[1576.0, 471.0, 84.0, 329.0]",1504,2872,caries
200,train_254.png,"[761.0, 465.0, 136.0, 276.0]",1504,2876,caries
832,train_255.png,"[1447.0, 786.0, 113.0, 299.0]",1316,2954,periapical
14,train_283.png,"[2013.0, 1049.0, 140.0, 135.0]",1504,2872,impacted
50,train_187.png,"[1739.0, 778.0, 228.0, 302.0]",1316,2815,caries
2934,train_279.png,"[590.9090909090909, 646.9696969696969, 209.09090909090912, 266.66666666666674]",1316,2885,impacted
2071,train_94.png,"[1983.0, 878.0, 253.0, 310.0]",1504,2872,periapical
2351,train_439.png,"[1656.0, 532.0, 121.0, 298.0]",1504,2872,caries
2761,train_640.png,"[1828.0, 470.0, 144.0, 287.0]",1316,2920,caries
2135,train_259.png,"[1654.0246913580245, 656.0, 151.97530864197552, 299.0]",1316,2816,caries
1486,train_555.png,"[751.2820512820513, 359.38461538461536, 225.64102564102564, 256.41025641025635]",1316,2828,impacted
2196,train_590.png,"[1170.2264150943395, 324.58490566037733, 111.32075471698113, 371.6981132075472]",1316,2954,caries
725,train_573.png,"[1037.0, 674.0, 183.0, 303.0]",1316,2938,deep_caries
1055,train_10.png,"[702.0, 772.0, 194.0, 246.0]",1316,2837,caries
358,train_292.png,"[1948.0, 725.0, 142.0, 189.0]",1316,2666,impacted
2498,train_168.png,"[1473.972602739726, 902.7397260273973, 57.53424657534265, 242.46575342465746]",1504,2868,periapical
2120,train_639.png,"[1867.0, 661.0, 193.0, 262.0]",1316,2852,deep_caries
2929,train_279.png,"[1608.0, 764.0, 116.0, 304.0]",1316,2885,caries
954,train_84.png,"[748.1228070175438, 724.0, 245.61403508771923, 375.9649122807016]",1316,2794,caries
3373,train_90.png,"[840.4109589041096, 595.8904109589041, 187.67123287671222, 268.4931506849315]",1504,2868,caries
3146,train_642.png,"[885.0, 383.0, 148.0, 293.0]",1316,2879,caries
133,train_136.png,"[2021.0, 731.0, 202.0, 229.0]",1316,2852,impacted
3252,train_647.png,"[1245.7037037037037, 288.3703703703703, 112.96296296296282, 383.33333333333337]",1316,2935,caries
2003,train_680.png,"[1744.0, 325.0, 162.0, 366.0]",1316,2798,caries
1411,train_412.png,"[1354.0, 563.0, 135.0, 353.0]",1504,2872,caries
1696,train_214.png,"[711.2244897959184, 272.9591836734694, 58.67346938775506, 229.59183673469386]",976,1976,caries
1810,train_483.png,"[1317.4693877551022, 477.5918367346939, 114.79591836734676, 104.5918367346938]",976,1976,impacted
2815,train_18.png,"[1859.0, 794.0, 253.0, 391.0]",1504,2872,caries
2318,train_100.png,"[1760.0, 835.0, 360.0, 315.0]",1504,2872,periapical
2218,train_321.png,"[738.0, 471.0, 150.0, 186.0]",1504,2872,impacted
1660,train_394.png,"[1095.4545454545455, 681.8181818181818, 106.060606060606, 443.939393939394]",1316,2884,caries
37,train_62.png,"[828.3505154639175, 782.9896907216495, 195.8762886597939, 184.53608247422687]",1316,2867,deep_caries
2577,train_579.png,"[864.0, 277.0, 141.0, 342.0]",1316,2950,caries
2894,train_268.png,"[1887.4745762711866, 384.37288135593224, 155.93220338983042, 281.62711864406776]",1316,2657,impacted
3327,train_368.png,"[1918.181818181818, 441.81818181818176, 134.5454545454545, 296.3636363636364]",1316,2967,caries
2868,train_598.png,"[1942.0, 331.0, 131.0, 124.0]",1316,2984,impacted
2262,train_148.png,"[712.0, 485.0, 199.0, 221.0]",1504,2872,impacted
1551,train_128.png,"[1755.0, 447.0, 147.0, 313.0]",1316,2851,deep_caries
907,train_417.png,"[1144.0, 765.0, 159.0, 318.0]",1316,2982,caries
1601,train_124.png,"[1979.0, 372.0, 177.0, 283.0]",1316,2882,caries
2464,train_190.png,"[740.0, 671.0, 304.0, 309.0]",1316,2863,deep_caries
456,train_441.png,"[1991.919191919192, 470.7070707070707, 129.2929292929291, 313.1313131313131]",1504,2884,caries
2925,train_47.png,"[591.0, 640.0, 207.0, 251.0]",1316,2819,impacted
1963,train_314.png,"[769.0, 864.0, 203.0, 285.0]",1504,2872,caries
1805,train_685.png,"[869.0, 840.0, 187.0, 333.0]",1504,2872,deep_caries
1235,train_152.png,"[601.0, 863.0, 245.0, 239.0]",1504,2872,caries
3313,train_82.png,"[2027.0, 535.0, 204.0, 271.0]",1504,2872,impacted
3413,train_335.png,"[1517.6521739130435, 836.8260869565217, 94.56521739130426, 289.13043478260875]",1316,2659,caries
1383,train_602.png,"[1929.0, 590.0, 172.0, 332.0]",1504,2872,caries
